行番号	投稿時間	投稿者	メッセージ	スパチャ
190	00:15:22	JUNY	おいしい煮玉子	
191	00:15:22	うぇいのる	そうなの…	
192	00:15:23	motiyomogi	えぇ…	
193	00:15:53	いぶきんぐ	先鞭つけていきたい	
194	00:16:43	昼咲月見草	こんばんは、初見です	
195	00:16:50	竹輪	かわいい	
196	00:16:54	なんたら	かわいい	
197	00:16:54	ホワイトラン衛兵	かわいい	
198	00:16:54	らうらう	かわいい	
199	00:16:56	いぶきんぐ	かわいい	
200	00:16:57	タケノコ男	草	
201	00:16:57	motiyomogi	姉ちゃん…記憶が…	
202	00:16:58	竹本カキフライ	ジャックは色んな衣装、武器あるから恒常化して増えてほしい…	
203	00:16:59	リフェ	かわいい	
204	00:17:02	パンセポンセ	かわいい	
205	00:17:06	JUNY	思い…出した！	
206	00:17:25	水澤悠仮面ライダーアマゾンオメガ	クゥ姉本当かわいいな🤗	
207	00:18:11	らうらう	バッドエンドかな	
208	00:18:21	fan92	ラジアータはリメイクされてくれないのかな？	
209	00:18:21	らうらう	かわいい	
210	00:18:22	餃子の皮むき	かわいい	
211	00:18:27	カギカギ	かわいい	
212	00:18:30	ホワイトラン衛兵	かわいい	
213	00:18:33	じょーげん	強すぎるってばよ	
214	00:18:54	竹本カキフライ	このあと死んだんだよね…	
215	00:19:10	竹本カキフライ	ガンツ	
216	00:19:14	昼咲月見草	ガンツ・ロートシルトさんですね	
217	00:19:25	うぇいのる	草	
218	00:19:29	ホワイトラン衛兵	草	
219	00:19:30	いぶきんぐ	草	
220	00:19:31	じょーげん	草	
221	00:19:31	motiyomogi	草	
222	00:19:34	パンセポンセ	草	
223	00:20:00	竹本カキフライ	声優さんがなくなったんだっけ？違ったらすみません	
224	00:20:11	らうらう	よっしゃ	
225	00:20:27	にけい	うわあ！バッドエンドだ！	
226	00:21:05	うぇいのる	いつもの	
227	00:21:11	スモーク	異世界転生	
228	00:21:22	竹本カキフライ	これハッピーエンドルートじゃない？	
229	00:21:35	パンセポンセ	もうこれが本編でいいよ	
230	00:21:49	水澤悠仮面ライダーアマゾンオメガ	転生したら男の娘にになった件	
231	00:22:03	JUNY	騎士手帳	
232	00:22:38	mori mori	イベントと左欄との落差で胃が痛くなってくる	
233	00:23:11	竹本カキフライ	リドリーとこんな旅がしたかった…	
234	00:23:13	motiyomogi	おみず	
235	00:23:15	タケノコ男	おみず	
236	00:23:17	なんたら	おみず	
237	00:23:18	らうらう	おみず	
238	00:23:21	パンセポンセ	おみず	
239	00:23:22	ホワイトラン衛兵	おみず	
240	00:23:32	水澤悠仮面ライダーアマゾンオメガ	急に未来チックに😲	
241	00:24:31	竹本カキフライ	ズボンでしょ黒ニーソはまずいよ	
242	00:25:12	mori mori	艦長とばっちりで草	
243	00:25:57	にけい	ふんどしニーソってすごいな君	
244	00:28:07	motiyomogi	よっしゃ！	
